"데이터버전","분석단위","자치구명","법정동명","법정동코드8","면적구간","예산구간","거래건수","가격_중앙값_만원","가격_중앙값_억원","단가_중앙값_만원_m2","최소금액_만원","최대금액_만원","거래기간_시작","거래기간_끝","가격표본_신뢰도","GBD_시간분","YBD_시간분","CBD_시간분","3대도심_평균통근시간분","강남_광화문_평균통근시간분","강남_광화문_최장통근시간분","강남_여의도_평균통근시간분","강남_여의도_최장통근시간분","여의도_광화문_평균통근시간분","여의도_광화문_최장통근시간분","매핑_행정동수","통근자료_매핑수","통근자료상태","하락기_낙폭_%","저점대비_회복률_%","방어력_고점분기","방어력_저점분기","방어력_최근분기","유효분기수","방어력_거래건수합","현재고점_미검증","방어력상태","3040비중_%","3040_기준분기","통근점수","방어력점수","3040친화점수","유동성점수","통근점수_강남_광화문","통근점수_강남_여의도","통근점수_여의도_광화문","기존후보마스터_종합점수","기준_종합점수_검토용","최종_종합점수","통근우선_종합점수","방어우선_종합점수","시나리오점수_강남_광화문","시나리오점수_강남_여의도","시나리오점수_여의도_광화문","추천순위_예산면적내","통근우선순위_예산면적내","방어우선순위_예산면적내","강남_광화문_순위_예산면적내","강남_여의도_순위_예산면적내","여의도_광화문_순위_예산면적내","최종추천대상","추천상태","제외_주의사유","가격_산정기준","통근_산정기준","점수_가중치","참조기록","예산상한_억원","예산잔액_억원","가성비율_%","가성비순위_예산면적내","가성비점수","최종_안정성점수","안정성_출처","최종_종합점수_v2","추천상태_v2","최종추천대상_v2"
"v4.0_20260902","법정동×면적구간","성북구","돈암동","11290103.0","84㎡급(80~90)","9~12억","167","92000.0","9.2","1083.37258596326","51000","134000","20260106","20260812","충분(10건+)","64.4","61.4","40.5","55.4","52.4","64.4","62.9","64.4","51.0","61.4","6","6","검증완료_v2기준","-25.8","75.6","20214.0","20231.0","20261.0","21.0","1865.0","False","검증완료","27.53","20261","57.8","60.4","41.7","74.9","56.4","42.7","59.2","55.6","56.3","56.3","56.8","57.3","55.8","51.0","56.8","17.0","17.0","18.0","13.0","18.0","17.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.8","23.3","2","97.3","60.4","방어력(실측)","56.3","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","강서구","내발산동","11500106.0","84㎡급(80~90)","9~12억","147","115000.0","11.5","1353.57815442561","55000","173500","20260106","20260803","충분(10건+)","77.1","47.2","62.9","62.4","70.0","77.1","62.2","77.1","55.1","62.9","2","2","검증완료_v2기준","-15.7","9.4","20252.0","20253.0","20261.0","20.0","1309.0","False","검증완료","29.77","20261","40.7","76.2","47.0","72.7","12.8","44.2","51.4","56.3","56.1","56.1","52.3","59.4","46.4","57.4","59.9","18.0","21.0","14.0","28.0","11.0","13.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.5","4.2","44","21.8","76.2","방어력(실측)","56.1","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","삼선동2가","11290112.0","84㎡급(80~90)","9~12억","26","101000.0","10.1","1189.56573593243","74500","167790","20260107","20260814","충분(10건+)","58.0","58.9","36.5","51.1","47.2","58.0","58.4","58.9","47.7","58.9","1","1","검증완료_v2기준","-29.5","71.6","20213.0","20233.0","20261.0","15.0","260.0","False","검증완료","26.89","20261","68.3","54.7","40.2","44.0","69.3","51.6","65.4","53.8","54.8","54.8","57.5","54.8","55.1","48.9","53.7","19.0","16.0","20.0","14.0","23.0","22.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.9","15.8","24","58.2","54.7","방어력(실측)","54.8","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","동대문구","이문동","11230110.0","84㎡급(80~90)","9~12억","88","95500.0","9.55","1125.30838072625","64000","183500","20260102","20260817","충분(10건+)","63.6","68.2","48.4","60.1","56.0","63.6","65.9","68.2","58.3","68.2","2","2","검증완료_v2기준","-11.6","2.5","20251.0","20254.0","20261.0","21.0","1293.0","False","검증완료","20.65","20261","46.4","82.6","25.5","64.1","47.6","36.7","45.2","53.3","53.8","53.8","51.2","58.5","54.2","50.4","53.4","20.0","23.0","17.0","15.0","19.0","23.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.45","20.4","9","85.5","82.6","방어력(실측)","53.8","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","은평구","응암동","11380107.0","84㎡급(80~90)","9~12억","233","94000.0","9.4","1111.24246364819","42500","161000","20260102","20260822","충분(10건+)","77.8","54.0","51.9","61.2","64.8","77.8","65.9","77.8","53.0","54.0","3","3","검증완료_v2기준","-25.0","67.5","20214.0","20234.0","20261.0","21.0","2658.0","False","검증완료","28.26","20261","43.5","61.7","43.4","80.5","25.6","36.7","55.4","52.6","52.6","52.6","50.8","54.5","46.4","50.3","56.8","21.0","25.0","21.0","27.0","20.0","18.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.6","21.7","5","92.7","61.7","방어력(실측)","52.6","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","마포구","성산동","11440125.0","84㎡급(80~90)","9~12억","29","114000.0","11.4","1346.10161886432","79000","129000","20260107","20260814","충분(10건+)","68.6","42.4","47.8","53.0","58.2","68.6","55.5","68.6","45.2","47.8","2","2","검증완료_v2기준","-42.8","0.0","20254.0","20261.0","20261.0","20.0","889.0","False","검증완료","35.53","20261","63.9","34.0","60.5","45.8","42.1","57.5","70.2","52.4","52.3","52.3","55.4","49.4","44.6","50.0","54.5","22.0","18.0","26.0","31.0","22.0","21.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.6","5.0","42","25.5","34.0","방어력(실측)","52.3","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","서대문구","북가좌동","11410119.0","84㎡급(80~90)","9~12억","121","96700.0","9.67","1144.31400450611","56500","159500","20260101","20260819","충분(10건+)","82.0","49.4","54.9","62.1","68.4","82.0","65.7","82.0","52.2","54.9","2","2","검증완료_v2기준","-22.9","0.0","20253.0","20261.0","20261.0","21.0","874.0","False","검증완료","27.83","20261","41.4","65.0","42.4","69.5","16.6","37.1","56.9","52.0","51.5","51.5","49.1","53.9","42.9","50.0","57.0","23.0","28.0","22.0","35.0","21.0","16.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.33","19.4","14","76.4","65.0","방어력(실측)","51.5","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","종로구","창신동","11110174.0","84㎡급(80~90)","9~12억","20","100500.0","10.05","1186.44977383765","51500","118300","20260120","20260717","충분(10건+)","56.0","61.9","34.6","50.8","45.3","56.0","58.9","61.9","48.2","61.9","3","3","검증완료_v2기준","-33.2","62.4","20214.0","20244.0","20261.0","15.0","312.0","False","검증완료","22.87","20261","69.1","48.9","30.8","39.7","74.2","50.6","64.4","50.2","50.5","50.5","54.5","50.4","52.3","44.0","48.9","24.0","20.0","25.0","17.0","28.0","28.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.95","16.2","23","60.0","48.9","방어력(실측)","50.5","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","종암동","11290135.0","84㎡급(80~90)","9~12억","99","105000.0","10.5","1239.23049687242","54000","137000","20260103","20260806","충분(10건+)","65.8","61.8","47.9","58.5","56.8","65.8","63.8","65.8","54.8","61.8","1","1","검증완료_v2기준","-28.9","54.8","20221.0","20232.0","20261.0","20.0","1037.0","False","검증완료","25.32","20261","50.2","55.6","36.5","66.1","45.4","40.9","51.8","49.8","50.0","50.0","50.1","51.2","48.3","46.7","50.5","25.0","26.0","23.0","21.0","24.0","26.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.5","12.5","30","47.3","55.6","방어력(실측)","50.0","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","은평구","불광동","11380103.0","84㎡급(80~90)","9~12억","122","98000.0","9.8","1155.59610137233","55000","130000","20260101","20260824","충분(10건+)","72.2","61.0","45.7","59.6","59.0","72.2","66.6","72.2","53.3","61.0","2","2","검증완료_v2기준","-31.4","70.6","20214.0","20224.0","20261.0","21.0","1111.0","False","검증완료","28.08","20261","47.5","51.7","43.0","69.6","40.2","35.4","54.7","49.5","49.8","49.8","49.7","50.5","47.3","45.6","52.4","26.0","27.0","24.0","24.0","26.0","25.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.2","18.3","19","67.3","51.7","방어력(실측)","49.8","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","동대문구","제기동","11230103.0","84㎡급(80~90)","9~12억","40","104000.0","10.4","1224.39008028218","60000","125000","20260109","20260726","충분(10건+)","62.1","61.1","40.1","54.4","51.1","62.1","61.6","62.1","50.6","61.1","1","1","검증완료_v2기준","-34.5","27.5","20244.0","20252.0","20261.0","19.0","435.0","False","검증완료","23.92","20261","60.2","46.9","33.2","51.0","59.7","45.3","59.9","48.2","48.5","48.5","51.2","48.6","48.4","43.3","48.4","28.0","24.0","27.0","20.0","30.0","29.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.6","13.3","28","50.0","46.9","방어력(실측)","48.5","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","은평구","진관동","11380114.0","84㎡급(80~90)","9~12억","136","91300.0","9.13","1076.77765871267","60000","125000","20260105","20260821","충분(10건+)","79.9","69.6","52.2","67.2","66.1","79.9","74.8","79.9","60.9","69.6","1","1","검증완료_v2기준","-36.3","53.2","20221.0","20224.0","20261.0","21.0","1357.0","False","검증완료","40.46","20261","28.8","44.1","72.1","71.4","22.6","19.1","40.3","48.1","48.5","48.5","44.8","47.8","46.3","45.1","52.5","27.0","33.0","28.0","29.0","27.0","24.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.87","23.9","1","100.0","44.1","방어력(실측)","48.5","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","은평구","녹번동","11380102.0","84㎡급(80~90)","9~12억","102","116250.0","11.62","1367.80797740911","51000","153000","20260102","20260817","충분(10건+)","66.8","55.2","41.4","54.5","54.1","66.8","61.0","66.8","48.3","55.2","1","1","검증완료_v2기준","-45.1","81.0","20213.0","20222.0","20261.0","21.0","830.0","False","검증완료","29.27","20261","60.1","30.4","45.8","66.6","52.3","46.5","64.3","47.8","48.3","48.3","52.0","46.0","45.5","43.5","49.7","29.0","22.0","32.0","30.0","29.0","27.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","0.38","3.2","47","16.4","30.4","방어력(실측)","48.3","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","강동구","천호동","11740109.0","84㎡급(80~90)","9~12억","116","103500.0","10.35","1218.07696834177","55000","195000","20260102","20260823","충분(10건+)","53.6","75.4","59.2","62.8","56.4","59.2","64.5","75.4","67.3","75.4","3","3","검증완료_v2기준","-38.8","65.9","20222.0","20223.0","20261.0","21.0","1629.0","False","검증완료","31.75","20261","39.8","40.2","51.6","68.7","46.5","39.5","28.1","45.6","45.8","45.8","45.1","45.2","48.1","45.7","41.7","30.0","31.0","35.0","22.0","25.0","35.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","1.65","13.7","27","52.7","40.2","방어력(실측)","45.8","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","동대문구","청량리동","11230107.0","84㎡급(80~90)","9~12억","22","97500.0","9.75","1159.98317023267","59000","155000","20260123","20260808","충분(10건+)","59.4","69.0","45.4","57.9","52.4","59.4","64.2","69.0","57.2","69.0","1","1","검증완료_v2기준","-31.9","69.5","20213.0","20234.0","20261.0","18.0","392.0","False","검증완료","23.21","20261","51.6","50.9","31.6","41.3","56.5","40.1","47.3","45.3","45.4","45.4","46.4","46.3","47.1","41.3","43.9","31.0","29.0","30.0","25.0","33.0","33.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.25","18.8","18","69.1","50.9","방어력(실측)","45.4","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","하월곡동","11290136.0","84㎡급(80~90)","9~12억","107","97000.0","9.7","1145.93547320047","54000","120000","20260105","20260812","충분(10건+)","69.4","65.5","47.7","60.9","58.5","69.4","67.4","69.4","56.6","65.5","3","3","검증완료_v2기준","-35.7","63.1","20214.0","20223.0","20261.0","21.0","1342.0","False","검증완료","25.9","20261","44.5","45.0","37.9","67.4","41.3","33.6","48.5","44.9","45.3","45.3","45.6","45.7","44.2","41.5","46.7","32.0","30.0","33.0","33.0","32.0","30.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.3","19.2","15","73.6","45.0","방어력(실측)","45.3","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","성북구","석관동","11290139.0","84㎡급(80~90)","9~12억","59","96000.0","9.6","1130.74204946996","53000","149000","20260103","20260805","충분(10건+)","65.6","66.9","50.7","61.1","58.2","65.6","66.2","66.9","58.8","66.9","1","1","검증완료_v2기준","-32.8","30.2","20214.0","20244.0","20261.0","21.0","801.0","False","검증완료","25.27","20261","43.9","49.5","36.4","57.5","42.2","36.0","44.3","44.5","45.1","45.1","44.9","46.0","44.5","42.3","45.2","33.0","32.0","31.0","32.0","31.0","31.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.4","20.0","10","83.6","49.5","방어력(실측)","45.1","최종추천가능","True"
"v4.0_20260902","법정동×면적구간","동대문구","회기동","11230108.0","84㎡급(80~90)","9~12억","15","97000.0","9.7","1141.71374764595","86500","105000","20260116","20260607","충분(10건+)","62.1","72.6","45.0","59.9","53.6","62.1","67.4","72.6","58.8","72.6","1","1","검증완료_v2기준","-30.5","55.4","20212.0","20243.0","20261.0","18.0","237.0","False","검증완료","24.33","20261","46.8","53.1","34.2","35.1","53.6","33.8","44.3","43.5","44.4","44.4","44.4","45.6","46.7","39.8","43.5","34.0","34.0","34.0","26.0","35.0","34.0","True","최종추천가능","","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","12.0","2.3","19.2","15","73.6","53.1","방어력(실측)","44.4","최종추천가능","True"
